token,data/hora_envio,idade,genero,cor/raca/etnia,pcd,uf_onde_mora,regiao_onde_mora,uf_de_origem,regiao_de_origem,vive_no_brasil,pais_onde_mora,estado_onde_mora,estado_de_origem,nivel_de_ensino,area_de_formação,situação_de_trabalho,setor,numero_de_funcionarios,atua_como_gestor,cargo_como_gestor,cargo_atual,nivel,tempo_de_experiencia_em_dados,tempo_de_experiencia_em_ti,linguagem_de_programacao_(dia_a_dia),linguagem_mais_usada,linguagem_preferida,banco_de_dados_(dia_a_dia),cloud_(dia_a_dia),cloud_preferida,ferramenta_de_bi_(dia_a_dia)
mekeck1xznotm0kbmekec5lig9adhmrq,14/10/2024 10:23:18,43,Masculino,Branca,Sim,MG,Sudeste,PB,Nordeste,True,,Minas Gerais (MG),Paraíba (PB),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,False,,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",SQL,R,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP),"Looker, Qlik View/Qlik Sense"
p3x4owb3e0z1rsf87hrp3x4ourxgf00w,14/10/2024 15:06:12,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Mais de 10 anos,"Python, SQL",Python,Python,Databricks,Azure (Microsoft),Amazon Web Services (AWS),"Metabase, Microsoft PowerBI"
kwl67bjghcdcikwl6o7tdpxkiz9gzqsh,14/10/2024 20:14:36,43,Masculino,Preta,Não,CE,Nordeste,DF,Centro-oeste,True,,Ceará (CE),Distrito Federal (DF),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Público,de 11 a 50,False,,Estatístico,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,Oracle,Azure (Microsoft),Amazon Web Services (AWS),Microsoft PowerBI
tgabsp0qkjuqvj4d7tgabspsmz5ukoxj,14/10/2024 21:39:11,43,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,False,,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"S3, PostgreSQL",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Superset
ahyiup6t7v7f0d8ahyiugpgkc5h59lgh,15/10/2024 14:31:23,43,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,True,Supervisor/Coordenador,,,Mais de 10 anos,de 5 a 6 anos,,,,,,,
ze9ef0kwfaxwioi5aru5ka0ze9ef0khw,15/10/2024 18:03:24,43,Masculino,Branca,Não,MG,Sudeste,RJ,Sudeste,True,,Minas Gerais (MG),Rio de Janeiro (RJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,True,Gerente/Head,,,de 7 a 10 anos,de 5 a 6 anos,,,,,,,
a1mxswts7yesl2t7a1mxsgo3idwtisn0,16/10/2024 11:19:00,43,Feminino,Branca,Não,PB,Nordeste,,,True,,Paraíba (PB),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 1.001 a 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Mais de 10 anos,"SQL, Python, PHP, JavaScript",Python,Python,"PostgreSQL, SQLite, Redis, S3, MySQL",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Outra opção"
ekx95f1pkcqfvd5irdc1ekx95i99dtll,16/10/2024 11:21:34,43,Masculino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,de 501 a 1.000,True,Gerente/Head,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
g4hhhofhb1ebbudg38g4hhy2qf4491ym,16/10/2024 11:27:56,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 5 a 6 anos,de 3 a 4 anos,,,,,,,
gmgptflvnipw57ut35jrugmgptflilan,16/10/2024 11:59:57,43,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,False,,Outra Opção,Sênior,Não tenho experiência na área de dados,Mais de 10 anos,,,,,,,
dtwcc0smlaloa552gvdtwcc0big3hdvc,16/10/2024 13:21:25,43,Feminino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Varejo,Acima de 3.000,False,,Outra Opção,Sênior,Menos de 1 ano,de 3 a 4 anos,,,,,,,"Looker Studio (antigo Google Data Studio), Tableau"
7du2lx5l0v7q57k67855mrya7du2lebd,16/10/2024 14:01:29,43,Masculino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,de 101 a 500,False,,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,de 7 a 10 anos,"SQL, Python, JavaScript",Python,Python,"SQL SERVER, S3, PostgreSQL, Amazon Aurora ou RDS, SQLite","Azure (Microsoft), Amazon Web Services (AWS)",Amazon Web Services (AWS),"Qlik View/Qlik Sense, Microsoft PowerBI"
fc2s3qiu0kh5ka5jfiwmssfc2s3q4463,16/10/2024 15:11:10,43,Masculino,Branca,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,de 1.001 a 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 7 a 10 anos,"Visual Basic/VBA, SQL",Visual Basic/VBA,Python,PostgreSQL,Azure (Microsoft),Azure (Microsoft),"Microsoft PowerBI, Looker"
gcrz3frwedgcr08mxorzkh7twwyk6uke,16/10/2024 17:13:32,43,Masculino,Preta,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,de 1 a 2 anos,"Python, SQL, Visual Basic/VBA",Visual Basic/VBA,Python,SQLite,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS),"Microsoft PowerBI, Pentaho, Outra opção"
r19jv217sm0d57a7idmvt7r8r19jv21f,16/10/2024 22:54:30,43,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Acima de 3.000,True,Gerente/Head,,,de 5 a 6 anos,Mais de 10 anos,,,,,,,
g815eecpl5vnf2tsg8151s71gwjmy3gh,16/10/2024 23:11:13,43,Masculino,Branca,Sim,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
r65m7t3kejfpaa5r65m74zqnmm7rej97,17/10/2024 00:34:24,43,Feminino,Branca,Não,MG,Sudeste,DF,Centro-oeste,True,,Minas Gerais (MG),Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Acima de 3.000,True,Supervisor/Coordenador,,,Não tenho experiência na área de dados,de 7 a 10 anos,,,,,,,
mnspqr91ixvqdgqw2l2u5mnspqrmzsqr,17/10/2024 11:08:38,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,de 7 a 10 anos,"SQL, Python",SQL,Python,"Databricks, MariaDB, Firebase, Oracle, Hive, MySQL, PostgreSQL, SQL SERVER","Google Cloud (GCP), Azure (Microsoft), Amazon Web Services (AWS), Servidores On Premise/Não utilizamos Cloud",Não sei opinar / Não tenho preferência,"Looker Studio (antigo Google Data Studio), Microsoft PowerBI, Tableau"
siztyxksuvjodvuhgd2wsizt8is384a0,18/10/2024 16:23:06,43,Masculino,Parda,Não,PE,Nordeste,,,True,,Pernambuco (PE),,Não tenho graduação formal,,Empregado (CLT),Marketing,de 51 a 100,False,,Outra Opção,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
04jxlpf40t1cow5lm04jdhxs8st1glar,19/10/2024 16:13:21,43,Feminino,Branca,Sim,,,,,False,Canada,,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Somente Estudante (pós-graduação),,,,,,,,,,,,,,,
vo21il51tdb6kqnr6ymvo21i2jod4lau,20/10/2024 16:23:29,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,True,Supervisor/Coordenador,,,de 3 a 4 anos,Mais de 10 anos,,,,,,,
hgtw2s5o5vvzr5cbvhgtr5tulkulp1t2,21/10/2024 15:21:56,43,Masculino,Branca,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Acima de 3.000,True,Team Leader/Tech Leader,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
m5r9he9hjo48fung7e66um5r9heaj3nd,21/10/2024 17:02:31,43,Feminino,Branca,Não,SP,Sudeste,PR,Sul,True,,São Paulo (SP),Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,de 7 a 10 anos,,,,,,,
68rii2mkbku2azksnyk68rii2izs0869,21/10/2024 19:59:41,43,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,SQL,Databricks,Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,"Tableau, Looker Studio (antigo Google Data Studio), Outra opção"
mv4lbhe49yt3zzdjaw63aumv4lbhe29y,22/10/2024 01:20:35,43,Masculino,Parda,Sim,SC,Sul,,,True,,Santa Catarina (SC),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,de 51 a 100,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
ge51x2w6x44df36ge51x2nq4gasiwbhm,22/10/2024 02:26:47,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,True,Supervisor/Coordenador,,,de 3 a 4 anos,Mais de 10 anos,,,,,,,
owxg2y9mlblvarow6b1iwc86zgyu7u2l,22/10/2024 12:27:30,43,Masculino,Branca,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
g0ympxan2ghpxilmvs9g0ympxugw6y1p,28/10/2024 13:03:27,43,Masculino,Prefiro não informar,Prefiro não informar,SP,Sudeste,,,True,,São Paulo (SP),,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 101 a 500,False,,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, R",Python,Python,Databricks,Azure (Microsoft),Não sei opinar / Não tenho preferência,Não utilizo nenhuma ferramenta de BI no trabalho
q9z995p26a34nyr6gu5vq9z995p2puch,28/10/2024 14:31:57,43,Masculino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),Nasci/me formei fora do Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,True,Diretor/VP,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
i4746lt04u8arjgi43qx67gpwjadmwn3,28/10/2024 17:42:16,43,Masculino,Branca,Não,SP,Sudeste,MG,Sudeste,True,,São Paulo (SP),Minas Gerais (MG),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analytics Engineer,Sênior,de 3 a 4 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"Amazon Athena, Hive, S3",Amazon Web Services (AWS),Amazon Web Services (AWS),"Amazon Quicksight, Tableau"
e2ffr25agwo6tk7b0j86hvle2ffr25aq,28/10/2024 20:41:04,43,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Acima de 3.000,True,Supervisor/Coordenador,,,Mais de 10 anos,de 7 a 10 anos,,,,,,,
9r95odvr9x5wd5rg8w46l9r95odbw7re,29/10/2024 18:26:19,43,Masculino,Parda,Não,SP,Sudeste,MA,Nordeste,True,,São Paulo (SP),Maranhão (MA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Acima de 3.000,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Mais de 10 anos,de 3 a 4 anos,"SQL, Java, JavaScript",SQL,Python,"Amazon Aurora ou RDS, PostgreSQL, Google BigQuery","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP),"Looker Studio (antigo Google Data Studio), Tableau, Looker"
hmgbdnhpojequ3tbwfbhmgbd4fshwr4h,29/10/2024 20:02:22,43,Feminino,Branca,Não,,,,,False,Nova Zelândia,,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Somente Estudante (pós-graduação),,,,,,,,,,,,,,,
7pg7zr76th50pcm1rs7pg7ze03wvg3hv,01/11/2024 09:50:36,43,Masculino,Parda,Não,,,,,False,Portugal,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 1.001 a 3.000,True,Diretor/VP,,,Mais de 10 anos,de 3 a 4 anos,,,,,,,
2vuxsn4iusit2vuxvyb1rc2k8nwntos4,04/11/2024 10:45:17,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área da Saúde,de 1.001 a 3.000,True,Gerente/Head,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
2me1c65ymwylqmlmlfjk2mebtzxkwihh,04/11/2024 11:20:10,43,Feminino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Servidor Público,Área da Saúde,de 1.001 a 3.000,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,Não utilizo nenhuma ferramenta de BI no trabalho
mvr43gwa5wnsrqi3kam91zmvr43dq2t4,06/11/2024 00:25:50,43,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 1.001 a 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos,"SQL, Python, Java, Scala",Java,Python,"Elasticsearch, Amazon Aurora ou RDS, DynamoDB, Amazon Redshift, S3, Amazon Athena, PostgreSQL, MongoDB",Amazon Web Services (AWS),Amazon Web Services (AWS),Grafana
x2e7qe5wqqlwg3h5ax2e7dy3mg0mh3da,06/11/2024 15:17:17,43,Masculino,Preta,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"MySQL, DynamoDB, SQL SERVER, Oracle, Amazon Athena, Amazon Aurora ou RDS, Redis, Amazon Redshift, S3",Amazon Web Services (AWS),Amazon Web Services (AWS),Microsoft PowerBI
ra7vaack7atxmpoolqusmra7vaaaburz,07/11/2024 11:19:22,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,de 101 a 500,False,,Estatístico,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, R, SAS/Stata",SAS/Stata,R,SQL SERVER,Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,"SAS Visual Analytics, Microsoft PowerBI"
jvurnuslzfk5w5zidlcjvurnusje8uoo,07/11/2024 12:12:11,43,Masculino,Branca,Não,SP,Sudeste,MG,Sudeste,True,,São Paulo (SP),Minas Gerais (MG),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,de 11 a 50,True,Gerente/Head,,,de 5 a 6 anos,de 1 a 2 anos,,,,,,,
sz209f7zvehp60d3t6dm4jsz209fgbq6,07/11/2024 13:07:09,43,Masculino,Parda,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 11 a 50,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"SQL SERVER, PostgreSQL",Azure (Microsoft),Não sei opinar / Não tenho preferência,Microsoft PowerBI
3bzbjdkplstcg4blw5y3bzbjpgxn2828,07/11/2024 14:48:58,43,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"S3, Hive, Presto, Amazon Redshift, Amazon Athena, MySQL, SQL SERVER, DynamoDB",Amazon Web Services (AWS),Amazon Web Services (AWS),"Amazon Quicksight, Microsoft PowerBI, Alteryx, Tableau, Grafana"
3qiw0fgge0df0j7x3qiw41zdcz8hu8sc,07/11/2024 22:53:15,43,Feminino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,de 5 a 6 anos,,,,,,,
19pvf80x6yzb2x9mjn19pvqolxesqhc2,08/11/2024 01:45:22,43,Masculino,Parda,Não,MT,Centro-oeste,,,True,,Mato Grosso (MT),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor Público,Acima de 3.000,False,,Estatístico,Júnior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,R,R,R,SQL SERVER,Azure (Microsoft),Não sei opinar / Não tenho preferência,Qlik View/Qlik Sense
8jiqqk0f3us32rdm8jiqqk022pppq3v3,08/11/2024 23:24:35,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"MongoDB, MySQL, Google BigQuery",Google Cloud (GCP),Google Cloud (GCP),Looker
2qx83sldyn29dppgd2qx83s6pxovja9z,11/11/2024 17:31:57,43,Masculino,Branca,Não,DF,Centro-oeste,SC,Sul,True,,Distrito Federal (DF),Santa Catarina (SC),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
vgz8q48yx3c7gk46xiyvgz8015bn3duf,12/11/2024 02:41:06,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Telecomunicação,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
9dvjtmvszl29i1jse9dvjtmwgkeyjjil,13/11/2024 11:03:58,43,Masculino,Branca,Não,RJ,Sudeste,SP,Sudeste,True,,Rio de Janeiro (RJ),São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 101 a 500,True,Diretor/VP,,,de 5 a 6 anos,de 1 a 2 anos,,,,,,,
a6kvfdmynegjd6qza6kvm85y65xd23t8,19/11/2024 15:51:46,43,Feminino,Branca,Sim,RS,Sul,,,True,,Rio Grande do Sul (RS),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Suporte/Analista Técnico,Júnior,de 3 a 4 anos,Menos de 1 ano,,,,,,,
2015afwjf1kcbo2i7zmz1yvz6omei6di,19/11/2024 17:54:37,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
2py3nrh9sbgfl4nut4u782py3nrh936v,19/11/2024 18:02:45,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,de 7 a 10 anos,"SQL, Python",SQL,Python,"Amazon Athena, Oracle, MariaDB, MySQL, Databricks","Amazon Web Services (AWS), Servidores On Premise/Não utilizamos Cloud",Amazon Web Services (AWS),"Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
3wxf3bcxd5n6l4bfy0q3wxf3b5bbtev0,19/11/2024 18:49:25,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Mais de 10 anos,"SQL, Python, SAS/Stata, PHP",SQL,Python,"Databricks, Amazon Athena, PostgreSQL",Amazon Web Services (AWS),Azure (Microsoft),"SAS Visual Analytics, Microsoft PowerBI"
k635bjuqbemj48mtk635bzs6ar3lz2s9,20/11/2024 08:25:18,43,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Indústria,Acima de 3.000,False,,Analista de Negócios/Business Analyst,Pleno,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,"MySQL, SAP HANA",Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Fazemos todas as análises utilizando apenas Excel ou planilhas do google, Microsoft PowerBI"
pokvpzcqur64d96vpokvpzi3mi7y3btc,22/11/2024 20:18:48,43,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,Acima de 3.000,True,Gerente/Head,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
ypm8l4kw73mvop1v3r4oypm8l4kdxkrk,25/11/2024 17:09:35,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Imobiliário/ Construção Civil,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,Python,SQLite,Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,Microsoft PowerBI
7e9t92ajcv4anl6d8sv7e9t92bot810o,26/11/2024 20:42:27,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,de 1.001 a 3.000,False,,Analista de BI/BI Analyst,Sênior,Mais de 10 anos,de 5 a 6 anos,"SQL, Python, JavaScript",SQL,Python,"SQL SERVER, PostgreSQL, Oracle, MariaDB, MySQL","Servidores On Premise/Não utilizamos Cloud, Azure (Microsoft)",Amazon Web Services (AWS),"Pentaho, Superset, Qlik View/Qlik Sense, Grafana, Microsoft PowerBI"
ilgatb934qjaq495v0pd12f9xilgatb9,27/11/2024 03:22:22,43,Feminino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outra opção,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analytics Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,Python,"MongoDB, S3, Databricks, Snowflake",Amazon Web Services (AWS),Amazon Web Services (AWS),Tableau
